contribution_consistency,repayment_punctuality,default_history,attendance_score,savings_stability,loan_to_savings_ratio,average_overdue_days,current_unpaid_loans,defaulted
0.93,0.64,0.63,0.72,0.99,2.96,45,0,0
0.37,0.23,0.01,0.53,0.27,0.58,41,2,0
0.52,0.27,0.74,0.35,0.36,1.54,15,2,0
0.45,0.51,0.31,0.72,0.54,0.73,9,5,0
0.83,0.42,0.02,0.89,0.81,2.18,80,0,1
0.63,0.66,0.83,0.53,0.83,1.98,41,1,0
0.46,0.58,0.57,0.23,0.99,2.79,46,1,0
0.61,0.74,0.58,0.63,0.27,1.41,7,3,1
0.9,0.52,0.73,0.35,0.81,1.83,8,1,0
0.65,0.4,0.69,0.23,0.77,1.87,26,0,0
0.92,0.49,0.08,0.42,0.58,1.63,59,0,1
0.81,0.29,0.08,0.2,0.62,0.4,34,0,1
0.45,0.44,0.35,0.29,0.75,2.06,54,3,1
0.8,0.48,0.34,0.27,0.22,1.56,80,2,1
0.98,0.67,0.65,0.77,0.74,1.27,2,5,1
0.48,0.89,0.9,0.93,1.0,0.61,19,6,0
0.94,0.56,0.46,0.68,0.67,1.02,9,4,0
0.35,0.58,0.46,0.76,0.95,0.73,43,3,1
0.93,0.63,0.16,0.54,0.78,2.58,44,5,0
0.45,0.38,0.86,0.94,0.89,2.03,66,2,0
0.78,0.39,0.67,0.41,0.98,1.55,41,2,0
0.73,0.48,0.2,0.41,0.65,0.61,35,5,1
0.21,0.67,0.54,0.89,0.97,2.44,48,2,0
0.65,0.64,0.63,0.93,0.98,1.63,60,6,0
0.54,0.29,0.21,0.21,0.4,0.65,65,0,0
0.93,0.6,0.08,0.81,0.55,2.75,81,0,1
0.76,0.46,0.32,0.48,0.27,1.71,69,5,0
0.74,0.33,0.54,0.67,0.66,0.56,80,1,0
0.81,0.93,0.05,0.33,0.82,0.4,41,5,0
0.83,0.37,0.53,0.51,0.8,1.51,29,6,1
0.54,0.87,0.85,0.51,0.45,2.47,47,3,0
0.73,0.69,0.85,0.49,0.27,0.44,21,5,0
0.46,0.63,0.78,0.49,0.44,2.77,33,3,0
0.2,0.24,0.08,0.56,0.7,2.22,11,0,0
0.83,0.29,0.04,0.4,0.99,2.51,82,0,1
0.8,0.95,0.36,0.69,0.95,0.74,79,1,0
0.65,0.26,0.47,0.86,0.23,1.81,69,0,0
0.74,0.21,0.34,0.54,0.47,1.9,46,3,1
0.32,0.4,0.67,0.69,0.81,1.37,75,4,1
0.24,0.49,0.55,0.45,0.36,2.19,47,5,1
0.57,0.51,0.58,0.54,1.0,1.46,17,6,0
0.55,0.23,0.44,0.24,0.35,2.59,1,3,0
0.21,0.75,0.65,0.23,0.44,1.89,82,4,1
0.98,0.88,0.8,0.95,0.23,2.64,76,2,0
0.31,0.44,0.01,0.96,0.85,1.41,40,2,1
0.99,0.59,0.45,0.9,0.2,2.47,46,0,0
0.27,0.26,0.73,0.49,0.68,2.41,32,6,1
0.61,0.69,0.19,0.28,0.29,1.48,44,6,0
0.66,0.2,0.21,0.27,0.72,1.19,20,5,0
0.58,0.81,0.64,0.59,0.62,2.72,4,1,0
0.87,0.72,0.81,0.76,0.25,0.74,50,0,0
0.71,0.58,0.87,0.22,0.51,0.56,23,2,1
0.97,0.53,0.68,0.72,0.89,1.3,6,6,0
0.58,0.64,0.83,0.46,0.21,1.68,10,4,0
0.81,0.62,0.21,0.2,0.92,1.32,19,2,0
0.93,0.72,0.49,0.49,0.48,2.77,38,1,0
0.29,0.98,0.32,0.67,0.51,1.86,10,3,1
0.33,0.98,0.25,0.59,0.93,1.74,30,2,0
0.91,0.25,0.76,0.53,0.95,0.78,30,3,0
0.36,0.9,0.73,0.79,0.73,2.88,75,2,1
0.41,0.92,0.84,0.52,0.34,2.81,49,1,0
0.32,0.94,0.33,0.32,0.35,2.92,68,0,1
0.75,0.2,0.65,0.8,0.39,0.37,84,2,1
0.76,0.58,0.46,0.41,0.29,2.73,59,2,0
0.54,0.92,0.23,0.23,0.77,0.63,34,2,1
0.54,0.64,0.46,0.38,0.9,1.84,21,1,0
0.8,0.42,0.62,0.88,0.26,2.75,74,5,1
0.73,0.92,0.03,0.24,0.9,0.52,81,2,0
0.89,0.91,0.6,0.31,0.59,0.47,70,0,0
0.69,0.61,0.75,0.34,0.71,0.66,85,2,0
0.37,0.94,0.42,0.54,0.35,1.47,67,2,0
0.57,0.49,0.11,0.5,0.91,1.16,76,6,1
0.99,0.87,0.43,0.58,0.23,0.49,28,6,0
0.74,0.32,0.87,0.51,0.6,0.93,43,5,0
0.22,0.36,0.39,0.29,0.58,2.51,14,2,1
0.59,0.24,0.59,0.21,0.77,1.45,54,2,1
0.89,0.27,0.7,0.75,0.99,2.14,40,2,0
0.71,0.51,0.55,0.74,0.41,1.33,61,0,0
0.21,0.81,0.44,0.51,0.96,1.43,37,3,0
0.58,0.97,0.4,0.85,0.84,0.32,23,5,1
0.94,0.84,0.69,0.95,0.26,1.29,66,6,1
0.84,0.94,0.2,0.61,0.79,1.0,55,5,0
0.32,0.78,0.41,0.36,0.23,1.19,76,4,0
0.93,0.76,0.71,0.47,0.92,1.49,62,6,0
0.98,0.53,0.64,0.74,0.89,2.38,85,2,0
0.28,0.36,0.42,0.86,0.84,0.54,60,6,1
0.79,0.74,0.81,0.84,0.48,2.09,20,1,0
0.32,0.22,0.08,0.85,0.47,0.46,76,2,1
0.95,0.92,0.32,0.87,0.73,2.49,58,0,0
0.9,0.55,0.18,0.74,0.35,0.92,0,2,1
0.73,0.95,0.0,0.85,0.55,2.26,67,1,1
0.26,0.73,0.52,0.73,0.65,0.74,18,4,0
0.71,0.49,0.63,0.28,0.84,1.51,71,0,0
0.63,0.49,0.31,0.25,0.69,2.15,11,1,1
0.99,0.48,0.04,0.65,0.63,2.74,54,0,0
0.56,0.58,0.48,0.68,0.59,0.61,22,3,0
0.54,0.85,0.3,0.99,0.45,1.81,68,6,0
0.21,0.51,0.55,0.3,0.95,2.55,33,4,0
0.3,0.25,0.58,0.21,0.68,0.33,89,1,0
0.31,0.82,0.3,0.95,0.92,1.34,13,2,1
0.72,0.62,0.43,0.34,0.31,2.69,8,3,1
0.63,0.63,0.41,0.49,1.0,2.78,1,2,1
0.28,0.76,0.46,0.49,0.45,0.62,47,5,0
0.35,0.39,0.0,0.71,0.2,2.2,34,5,1
0.5,0.35,0.67,0.64,0.37,1.66,64,0,0
0.66,0.9,0.09,0.92,0.36,0.58,73,0,0
0.91,0.86,0.22,0.46,0.25,2.37,10,1,0
0.95,0.41,0.25,0.92,0.24,2.14,33,2,0
0.41,0.3,0.66,0.37,0.96,0.67,86,3,0
0.78,0.6,0.33,0.7,0.58,2.14,17,5,1
0.27,0.77,0.17,0.62,0.32,1.03,66,1,0
0.96,0.34,0.39,0.77,0.85,2.84,83,3,0
0.84,0.22,0.44,0.9,0.35,1.61,50,2,1
0.57,0.53,0.45,0.99,0.5,0.59,2,5,1
0.29,0.58,0.21,0.97,0.46,2.93,79,5,1
0.31,0.55,0.53,0.42,0.86,1.49,2,2,1
0.5,0.88,0.65,0.72,0.76,2.91,42,6,0
0.9,0.59,0.15,0.53,0.39,0.96,5,5,1
0.25,0.36,0.04,0.21,0.3,0.49,73,2,0
0.31,0.92,0.19,0.66,0.37,2.68,64,3,0
0.86,0.92,0.32,0.34,0.46,1.79,76,6,0
0.62,0.8,0.31,0.71,0.24,2.56,59,1,0
0.43,0.39,0.13,0.97,0.89,1.0,50,4,0
0.96,0.37,0.07,0.67,1.0,2.4,54,3,0
0.85,0.56,0.13,0.96,0.43,1.76,69,0,0
0.65,0.62,0.41,0.35,0.99,0.82,79,6,0
0.89,0.26,0.23,0.27,0.43,1.16,45,4,1
0.37,0.77,0.78,0.63,0.77,2.53,58,4,1
0.92,0.52,0.33,0.21,0.48,2.81,60,5,0
0.96,0.83,0.54,0.91,0.59,2.9,18,6,0
0.42,0.37,0.25,0.89,0.69,1.31,50,3,0
0.69,0.9,0.21,0.58,0.69,2.94,31,6,0
0.84,0.51,0.17,0.51,0.78,2.88,64,3,0
0.75,0.3,0.3,0.77,0.76,2.81,59,0,1
0.28,0.92,0.66,0.65,0.63,1.29,89,0,0
0.34,0.46,0.33,0.26,0.26,2.17,8,4,0
0.53,0.57,0.26,0.34,0.67,2.25,90,2,1
0.33,0.97,0.46,0.95,0.57,2.68,51,4,1
0.71,0.38,0.11,0.27,0.8,2.63,59,2,1
0.96,0.36,0.04,0.68,0.89,1.29,69,1,0
0.29,0.83,0.51,0.41,0.34,2.55,8,1,1
0.69,0.73,0.22,0.77,0.31,2.73,61,4,1
0.48,0.25,0.28,0.49,0.65,0.37,18,5,1
0.67,0.62,0.82,0.71,0.52,1.27,0,6,1
0.26,0.52,0.39,0.53,0.73,1.22,35,2,1
0.29,0.7,0.45,0.85,0.54,1.91,73,3,0
0.42,0.35,0.23,0.8,0.68,2.09,62,0,1
0.54,0.5,0.45,0.34,0.66,2.57,4,6,1
0.85,0.48,0.1,0.32,0.95,1.72,74,6,0
0.86,0.38,0.83,0.4,0.59,1.26,44,2,0
0.88,0.64,0.56,0.89,0.57,2.21,58,5,0
0.73,0.81,0.22,0.94,0.46,1.68,1,0,1
0.56,0.53,0.57,0.44,0.45,2.48,52,1,1
0.88,0.68,0.55,0.77,0.84,2.43,43,5,0
0.83,0.69,0.57,0.88,0.51,2.91,16,6,1
0.95,0.52,0.6,0.96,0.28,2.85,71,4,1
0.2,0.54,0.43,0.45,0.7,0.73,71,4,0
0.95,0.42,0.73,0.27,0.64,2.91,64,3,1
0.56,0.26,0.07,0.68,0.43,2.54,73,1,1
0.57,0.33,0.68,0.9,0.8,2.98,9,0,0
0.8,0.68,0.52,0.41,0.5,2.49,20,3,0
0.36,0.24,0.41,1.0,0.97,2.58,24,1,1
0.39,0.79,0.68,0.25,0.46,1.46,22,6,0
0.88,0.62,0.34,0.72,0.25,1.11,59,3,0
0.53,0.93,0.24,0.67,0.75,2.4,1,3,0
0.61,0.21,0.54,0.99,0.24,2.3,67,3,1
0.93,0.84,0.65,0.38,0.73,2.27,83,1,0
0.41,0.27,0.19,0.56,0.49,1.88,48,6,0
0.97,0.58,0.77,0.36,0.4,2.89,51,1,0
0.21,0.47,0.61,0.39,0.52,1.57,55,2,1
0.42,0.4,0.78,0.68,0.7,0.77,18,1,1
0.71,0.27,0.79,0.62,0.41,0.63,86,3,1
0.5,0.75,0.69,0.48,0.86,0.86,90,2,1
0.67,0.26,0.5,0.9,0.48,0.78,21,5,1
0.94,0.65,0.39,0.58,0.59,1.32,42,5,0
0.97,0.88,0.68,0.42,0.43,0.4,26,5,0
0.68,0.68,0.24,0.71,0.81,1.4,37,6,0
0.32,0.5,0.02,0.62,0.45,1.63,13,2,0
0.85,0.58,0.66,0.57,0.54,2.13,6,0,1
0.79,0.37,0.63,0.96,0.9,2.54,4,4,1
0.88,0.97,0.13,0.84,0.36,2.9,24,6,0
0.66,0.64,0.78,0.94,0.98,0.34,82,6,0
0.4,0.54,0.9,0.98,0.82,1.54,33,1,0
0.91,0.94,0.72,0.45,0.38,2.17,50,3,0
0.39,0.89,0.37,0.78,0.7,2.18,58,0,0
0.64,0.52,0.61,0.81,0.7,0.4,48,1,0
1.0,0.54,0.88,0.88,0.67,2.15,54,4,1
0.34,0.28,0.25,0.37,0.57,2.91,8,4,0
0.67,0.38,0.29,0.26,0.81,1.6,59,1,0
0.55,0.89,0.67,0.91,0.45,1.29,21,1,1
0.68,0.91,0.4,0.4,0.39,1.2,24,1,0
0.62,0.8,0.76,0.77,0.68,0.33,43,1,1
0.33,0.68,0.18,0.95,0.5,2.17,77,4,1
0.43,0.91,0.75,0.95,0.43,0.79,55,1,0
0.6,0.43,0.4,0.84,0.81,2.57,63,5,0
0.26,0.68,0.78,0.93,0.36,1.56,34,5,1
0.64,0.53,0.85,0.7,0.24,2.22,79,5,1
0.36,0.29,0.35,0.21,0.9,2.33,66,6,1
0.61,0.51,0.44,0.27,0.5,1.44,82,6,1
0.41,0.94,0.07,0.83,0.55,2.96,33,3,0
0.23,0.49,0.74,0.88,0.57,2.09,2,2,0
0.92,0.68,0.19,0.5,0.33,1.76,66,1,1
0.68,0.34,0.08,0.7,0.35,1.18,66,3,0
0.52,0.43,0.87,0.81,0.53,0.4,42,1,1
0.27,0.61,0.62,0.67,0.72,0.44,22,6,1
0.73,0.28,0.89,0.82,0.23,2.94,43,1,1
0.22,0.2,0.83,0.79,0.23,1.26,63,1,1
0.94,0.93,0.55,0.25,0.92,0.65,13,1,0
0.42,0.46,0.36,0.95,0.86,1.06,56,3,1
0.86,0.62,0.29,0.26,0.78,2.52,26,1,0
0.71,0.55,0.19,0.78,0.35,1.35,2,1,0
0.33,0.65,0.76,0.21,0.46,0.87,7,4,0
0.26,0.72,0.05,0.32,0.9,1.66,87,6,0
1.0,0.32,0.17,0.28,0.43,2.8,37,0,0
0.22,0.72,0.16,0.72,0.89,2.83,2,1,0
0.85,0.49,0.09,0.56,0.84,1.14,4,5,0
0.44,0.59,0.37,0.52,0.24,1.43,59,2,0
0.32,0.2,0.49,0.36,0.29,0.9,3,4,0
0.3,0.55,0.65,0.45,0.85,2.41,21,3,1
0.29,0.82,0.8,0.78,0.55,1.95,69,5,1
0.54,0.95,0.28,0.21,0.39,1.94,9,2,0
0.44,0.78,0.07,0.59,0.77,2.51,43,6,0
0.56,0.97,0.88,0.55,0.89,2.02,55,3,1
0.32,0.61,0.06,0.85,0.73,1.83,55,6,1
0.95,0.72,0.38,0.7,0.97,2.21,60,1,0
0.89,0.96,0.75,0.91,0.75,2.63,66,1,0
0.51,0.85,0.6,0.81,0.64,2.85,19,0,1
0.41,0.98,0.4,0.32,0.31,1.98,75,3,1
0.85,0.38,0.0,0.39,0.33,1.09,27,2,1
0.25,0.35,0.6,0.4,0.51,2.86,11,4,1
0.63,0.71,0.51,0.74,0.37,1.13,11,6,1
0.57,0.63,0.26,0.42,0.41,2.43,78,2,1
0.68,0.87,0.39,0.6,0.85,1.23,2,5,0
0.23,0.67,0.67,0.64,0.47,2.98,50,3,0
0.75,0.31,0.15,0.82,0.37,2.2,57,6,0
0.53,0.54,0.88,0.58,0.21,0.88,15,4,1
0.62,0.9,0.42,0.22,0.33,0.44,6,6,1
0.23,0.66,0.22,0.67,0.98,1.11,31,1,1
0.86,0.29,0.58,0.9,0.89,2.08,6,2,0
0.53,0.83,0.74,0.89,0.64,0.83,57,1,0
0.62,0.78,0.27,0.44,0.43,1.28,42,5,0
0.82,0.62,0.57,0.38,0.54,0.48,8,4,0
0.61,0.72,0.69,0.48,0.87,0.41,10,5,0
0.26,0.26,0.75,0.97,0.76,1.17,76,2,1
0.38,0.21,0.43,1.0,0.47,2.31,58,3,0
0.82,0.86,0.33,0.78,0.45,2.04,16,4,0
0.37,0.35,0.1,0.74,0.53,1.35,45,2,1
0.5,0.77,0.63,0.4,0.64,2.92,86,4,1
0.91,0.48,0.21,0.54,0.22,1.13,0,2,0
0.25,0.57,0.2,0.93,0.61,2.17,87,1,1
0.36,0.22,0.24,0.61,0.98,2.53,65,4,0
0.24,0.54,0.73,0.56,0.87,2.33,16,2,1
0.35,0.46,0.0,0.66,0.79,1.81,65,1,1
0.85,0.25,0.44,0.36,0.39,0.63,10,0,0
0.79,0.55,0.04,0.32,0.66,0.69,24,0,0
0.86,0.99,0.34,0.92,0.99,0.68,32,3,0
0.66,0.37,0.74,0.44,0.97,0.72,61,4,0
0.5,0.97,0.36,0.53,0.96,1.77,38,4,0
0.34,0.44,0.81,0.97,0.42,0.3,51,5,0
0.93,0.69,0.07,0.35,0.68,1.25,6,4,0
0.49,0.39,0.1,0.74,0.22,0.67,68,5,0
0.56,0.57,0.23,0.55,0.32,1.16,29,6,0
0.39,0.65,0.62,0.74,0.65,2.51,23,0,1
0.63,0.86,0.36,0.42,0.86,2.22,49,3,1
0.29,0.79,0.62,0.55,0.94,0.93,9,3,1
0.33,0.35,0.75,0.55,0.84,0.98,48,4,1
0.43,0.96,0.78,0.98,0.44,0.77,40,1,0
0.89,0.47,0.13,0.79,0.54,2.03,72,5,1
0.69,0.28,0.0,0.49,0.25,0.33,86,3,1
0.87,0.27,0.11,0.33,0.24,2.41,69,0,0
0.23,0.67,0.86,0.61,0.22,1.37,14,4,1
0.77,0.67,0.84,0.3,0.89,0.62,17,3,1
0.36,0.85,0.49,0.71,0.5,1.51,7,2,0
0.57,0.4,0.41,0.93,0.28,2.33,22,3,1
0.66,0.76,0.68,0.32,0.45,1.1,81,1,1
0.83,0.29,0.17,0.39,0.36,0.98,24,6,0
0.98,0.26,0.1,0.72,0.61,2.43,49,0,0
0.27,0.34,0.38,0.48,0.8,1.15,45,0,1
0.25,0.5,0.44,0.82,0.86,0.47,64,1,0
0.31,0.3,0.84,0.98,0.87,0.42,5,3,1
0.48,0.51,0.51,0.9,0.21,1.21,22,0,1
0.54,0.65,0.01,0.9,0.71,2.4,70,1,1
0.38,0.82,0.39,0.41,0.75,1.47,83,6,1
0.71,0.87,0.28,0.53,0.92,0.38,85,0,0
0.66,0.36,0.47,0.6,0.64,1.97,64,0,0
0.46,0.89,0.54,0.64,0.56,0.82,21,3,1
0.45,0.51,0.02,0.55,0.21,2.19,36,3,1
0.55,0.51,0.02,0.28,0.34,1.31,29,1,0
0.66,0.3,0.64,0.86,0.6,2.55,90,5,1
0.92,0.71,0.04,0.8,0.55,1.19,67,4,1
0.77,0.2,0.84,0.29,0.91,0.84,40,0,1
0.51,0.95,0.84,0.68,0.92,0.98,87,3,0
0.64,0.47,0.81,0.75,0.69,2.2,2,4,1
0.55,0.55,0.89,0.65,0.99,0.63,90,5,1
0.47,0.41,0.81,0.74,0.74,0.66,49,4,1
0.61,0.39,0.57,0.71,0.42,2.35,89,5,1
0.68,0.32,0.71,0.56,0.52,2.46,3,3,1
0.31,0.55,0.04,0.59,0.34,1.53,52,5,0
0.81,0.83,0.4,0.94,0.59,1.67,49,6,0
0.42,0.96,0.42,0.61,0.22,1.13,74,3,0
0.81,0.94,0.18,0.42,0.56,1.09,15,2,0
0.95,0.56,0.24,0.85,0.72,0.83,50,2,0
0.96,0.93,0.81,0.84,0.84,2.33,67,3,1
0.5,0.21,0.35,0.99,0.89,2.95,12,4,0
0.61,0.57,0.84,0.63,0.51,1.81,70,1,1
0.92,0.57,0.64,0.37,0.71,1.17,57,5,0
0.75,0.39,0.28,0.42,0.65,1.15,40,6,0
0.37,0.51,0.79,0.93,0.86,2.92,18,0,0
0.35,0.77,0.18,0.38,0.71,1.13,64,3,0
0.64,0.5,0.5,0.83,0.5,2.62,17,6,0
0.77,0.79,0.46,0.56,0.85,0.79,33,2,0
0.53,0.8,0.1,0.96,0.64,0.53,84,0,0
0.75,0.6,0.71,0.51,0.37,2.24,40,4,1
0.41,0.98,0.85,0.29,0.25,1.67,6,1,1
0.55,0.5,0.26,0.41,0.89,1.54,23,4,0
0.63,0.84,0.39,0.82,0.76,2.56,31,4,0
0.81,0.79,0.68,0.92,0.55,1.58,19,0,0
0.59,0.97,0.78,0.59,0.72,0.88,53,6,0
0.75,0.27,0.17,0.57,0.85,1.75,49,6,1
0.25,0.44,0.27,0.33,0.7,0.91,17,2,1
0.5,0.28,0.02,0.48,0.84,0.94,27,1,0
0.55,0.43,0.88,0.63,0.85,1.67,86,5,0
0.3,0.87,0.61,0.46,0.92,0.34,12,1,1
0.88,0.24,0.27,0.75,0.98,0.38,3,0,0
0.36,0.25,0.33,0.95,0.54,0.7,46,5,1
0.22,0.88,0.03,0.55,0.44,1.91,57,3,0
0.44,0.72,0.37,0.52,0.6,2.9,61,4,1
0.78,0.32,0.33,0.75,0.4,2.95,48,5,1
0.63,0.91,0.1,0.34,0.94,2.73,37,1,0
0.73,0.55,0.88,0.96,0.72,1.57,19,1,0
0.59,0.98,0.88,0.36,0.22,1.59,39,3,1
0.96,0.97,0.63,0.61,0.99,2.93,23,0,1
0.99,0.71,0.25,0.72,0.74,1.46,9,1,0
0.44,0.46,0.34,0.26,0.58,1.58,10,5,0
0.77,0.85,0.82,0.79,1.0,1.06,70,1,0
0.49,0.35,0.63,0.31,0.6,2.85,40,0,1
0.7,0.71,0.6,0.74,0.94,1.5,57,0,1
0.52,0.68,0.62,0.44,0.55,1.35,44,1,1
0.3,0.22,0.18,0.91,0.68,2.23,88,2,1
0.24,0.96,0.88,0.78,0.5,1.28,38,5,0
0.76,0.62,0.25,0.64,0.73,1.25,38,6,0
1.0,0.92,0.47,0.51,0.8,1.41,11,3,0
0.38,0.67,0.6,0.33,0.43,1.09,24,0,0
0.38,0.46,0.07,0.47,0.9,1.62,25,1,1
0.89,0.27,0.54,0.29,0.67,1.62,2,1,1
0.6,0.37,0.37,0.76,0.48,2.36,10,4,0
0.95,0.66,0.62,0.45,0.29,0.71,46,3,1
0.64,0.87,0.31,0.96,0.94,1.36,70,4,0
0.51,0.25,0.56,0.76,0.79,0.89,89,0,1
0.99,0.74,0.38,0.35,0.43,0.32,21,1,0
0.46,0.85,0.77,0.83,0.76,2.95,76,6,0
0.53,0.71,0.74,0.48,0.59,2.57,1,3,1
0.48,0.52,0.08,0.85,0.96,1.73,76,3,0
0.4,0.91,0.77,0.33,0.51,1.19,21,3,1
0.82,0.2,0.56,0.34,0.82,2.14,37,4,1
0.59,0.45,0.16,0.74,0.3,2.83,40,2,0
0.9,0.78,0.62,0.5,0.98,0.87,78,3,0
0.3,0.44,0.14,0.74,0.5,1.02,68,3,1
0.5,0.5,0.48,0.81,0.42,1.01,13,6,1
0.26,0.69,0.11,0.66,0.39,0.6,88,2,1
0.7,0.87,0.63,0.87,0.53,1.67,5,6,0
0.53,0.71,0.11,0.73,0.64,1.52,17,0,0
0.41,0.65,0.37,0.64,0.78,2.04,40,1,1
0.96,0.41,0.37,0.21,0.42,1.7,20,2,1
0.52,0.47,0.6,0.28,0.89,1.64,61,6,0
0.72,0.94,0.31,0.96,0.65,1.78,66,5,1
0.36,0.91,0.69,0.86,0.3,0.87,66,6,1
0.84,0.87,0.52,0.76,0.99,2.36,44,6,1
0.9,0.44,0.53,0.93,0.34,2.96,41,4,0
0.68,0.54,0.69,0.44,0.32,0.72,4,6,0
0.53,0.23,0.83,0.29,0.9,1.25,37,4,0
0.43,0.61,0.1,0.57,0.26,2.3,24,2,0
0.39,0.25,0.2,0.32,0.88,2.31,47,3,0
0.47,0.26,0.37,0.92,0.33,0.8,82,0,0
0.87,0.41,0.25,0.38,0.2,2.8,52,5,0
0.57,0.8,0.2,0.39,0.85,1.94,44,2,0
0.73,0.33,0.07,0.66,0.98,0.39,15,2,1
0.38,0.61,0.57,0.32,0.37,1.06,18,6,1
0.23,0.65,0.36,0.97,0.75,1.79,1,6,0
0.81,0.38,0.22,0.79,0.54,1.6,29,2,0
0.22,0.59,0.77,0.54,0.44,1.27,58,4,1
0.43,0.99,0.84,0.76,0.88,2.07,47,4,1
0.75,0.36,0.17,0.82,0.5,1.92,52,3,0
0.38,0.94,0.4,0.88,0.27,0.77,14,1,1
0.58,0.97,0.01,0.87,0.36,1.66,8,0,0
0.42,0.63,0.64,0.31,0.95,0.8,82,4,0
0.88,0.44,0.84,0.95,0.25,2.78,5,2,0
0.34,0.97,0.38,0.73,0.46,2.88,49,1,0
0.51,0.36,0.13,0.4,0.8,1.52,5,3,0
0.27,0.96,0.28,0.36,0.63,2.81,68,2,1
0.95,0.88,0.46,0.38,0.78,2.67,27,6,0
0.53,0.9,0.78,0.37,0.41,0.81,40,6,1
0.64,0.64,0.36,0.66,0.75,1.53,39,6,0
0.52,0.58,0.07,0.84,0.92,1.31,72,3,0
0.92,0.21,0.06,0.68,0.26,1.91,57,6,0
0.34,0.62,0.3,0.8,0.75,2.28,4,6,0
0.84,0.23,0.67,0.58,0.75,1.82,80,1,0
0.33,0.79,0.48,0.87,0.22,1.61,39,6,1
0.68,0.7,0.06,1.0,0.61,1.06,74,4,1
0.53,0.38,0.11,0.36,0.76,0.6,7,1,0
0.65,0.76,0.36,0.56,0.82,1.08,7,0,0
0.98,0.69,0.21,0.62,0.83,1.59,20,6,0
0.74,0.61,0.23,0.58,0.42,2.82,58,2,1
0.32,0.82,0.65,0.82,0.3,1.79,29,2,0
0.74,0.7,0.1,0.55,0.85,0.45,44,5,0
0.8,0.46,0.18,0.45,0.59,1.25,24,0,0
0.76,0.46,0.1,0.32,0.48,2.6,38,4,1
0.55,0.74,0.44,0.73,0.65,1.92,1,4,1
0.82,0.68,0.74,0.44,0.95,1.56,7,6,1
0.67,0.91,0.47,0.73,0.51,0.4,78,2,0
0.23,0.41,0.04,0.38,0.27,2.8,65,5,1
0.6,0.56,0.08,0.3,0.43,0.73,69,6,0
0.37,0.68,0.06,0.68,0.46,0.49,77,2,1
0.56,0.56,0.32,0.51,0.75,1.96,41,6,1
0.43,0.43,0.82,0.81,0.36,0.31,18,5,1
0.78,0.29,0.33,0.6,0.72,2.46,49,3,0
0.92,0.72,0.47,0.6,0.54,1.91,73,2,0
0.99,0.25,0.37,0.26,0.87,0.31,78,6,0
0.8,0.3,0.9,0.33,0.42,2.91,76,4,1
0.74,0.77,0.37,0.67,0.23,0.53,54,6,1
0.46,0.46,0.35,0.68,0.56,2.76,82,6,0
0.55,0.64,0.59,0.28,0.99,0.87,40,2,1
0.78,0.65,0.76,0.92,0.4,1.49,41,4,0
0.51,0.29,0.67,0.87,0.64,1.43,76,6,0
0.9,0.47,0.52,0.99,0.57,2.8,33,6,0
0.78,0.31,0.56,0.55,0.99,1.84,11,3,1
0.96,0.66,0.21,0.23,1.0,1.75,14,0,0
0.88,0.52,0.72,0.31,0.44,1.52,48,2,1
0.24,0.21,0.16,0.55,0.97,2.81,17,6,0
0.31,0.58,0.1,0.85,0.43,2.24,34,5,0
0.68,0.31,0.1,0.23,0.82,2.63,4,5,1
0.49,0.99,0.63,0.85,0.99,0.59,51,4,0
0.26,0.48,0.69,0.5,0.24,1.64,54,3,1
0.85,0.57,0.67,0.38,0.52,2.95,90,1,0
0.58,0.91,0.9,0.72,0.38,2.9,16,1,0
0.85,0.67,0.6,0.23,0.56,1.51,49,1,1
0.3,0.53,0.9,0.92,0.72,1.67,31,6,1
0.36,0.73,0.16,0.79,0.3,2.46,57,4,0
0.64,0.71,0.05,0.32,0.29,2.78,3,0,0
0.65,0.55,0.23,0.82,0.78,2.95,4,4,0
0.5,0.8,0.67,0.32,0.4,0.34,49,2,0
0.82,0.69,0.02,0.51,0.45,0.45,64,6,1
0.65,0.66,0.62,0.57,0.48,0.81,0,3,1
0.63,0.49,0.45,0.6,0.66,2.07,0,2,1
0.57,0.59,0.24,0.93,0.69,2.65,3,3,1
0.62,0.3,0.73,0.38,0.95,1.19,76,4,1
0.65,0.66,0.09,0.61,0.78,2.72,48,0,1
0.2,0.51,0.86,0.97,0.78,1.75,80,1,0
0.62,0.49,0.58,0.45,0.92,2.62,32,5,1
0.48,0.2,0.4,0.22,0.89,2.75,51,0,1
0.54,0.55,0.82,0.39,0.47,2.81,31,5,0
0.62,0.99,0.77,0.96,0.93,1.45,22,1,0
0.72,0.34,0.41,0.98,0.34,1.35,52,5,1
0.38,0.44,0.06,1.0,0.21,2.93,51,6,0
0.88,0.69,0.57,0.76,0.23,2.8,9,2,0
0.99,0.36,0.86,0.39,0.46,2.06,38,0,0
0.62,0.81,0.89,0.81,0.7,1.89,40,5,0
0.94,0.8,0.47,0.9,0.57,2.22,17,2,1
0.91,0.74,0.29,0.47,0.77,0.91,89,2,0
0.46,0.69,0.67,0.5,0.96,0.6,18,2,1
0.99,0.35,0.6,0.66,0.37,1.42,47,1,0
0.38,0.5,0.37,0.89,0.93,1.32,44,4,0
0.52,0.55,0.5,0.31,0.99,1.8,69,1,1
0.55,0.54,0.53,0.92,0.82,0.85,1,5,0
