contribution_consistency,repayment_punctuality,default_history,attendance_score,savings_stability,loan_to_savings_ratio,average_overdue_days,current_unpaid_loans,defaulted
56,57,1,75,57,4.94,48,1,1
82,66,1,63,66,4.96,15,1,0
55,61,0,31,57,1.25,45,5,1
78,47,1,93,81,3.16,45,3,0
89,96,0,70,54,1.86,78,2,0
56,61,1,50,32,0.56,65,3,1
67,64,1,44,98,4.96,23,2,1
38,47,0,94,39,1.68,30,3,0
61,67,0,71,61,1.46,6,3,0
30,75,1,33,40,0.79,78,2,1
38,88,1,69,47,4.52,24,5,1
79,58,1,77,95,2.25,68,0,0
100,94,0,32,67,4.14,70,0,0
66,41,0,66,95,0.87,84,3,0
35,39,0,42,82,0.9,81,1,1
66,72,1,42,33,4.18,63,3,1
68,90,1,66,54,2.56,59,2,0
33,83,0,88,60,3.44,48,3,1
78,53,1,40,53,2.2,68,0,1
66,79,0,45,90,2.76,32,2,0
39,31,0,93,32,3.47,8,2,0
37,82,1,30,95,3.69,32,3,0
52,91,0,35,64,4.86,88,4,1
100,98,0,71,73,2.31,37,2,0
92,34,0,96,93,2.71,42,2,1
95,41,0,53,55,2.8,85,0,0
67,82,0,57,74,2.68,78,2,0
49,56,1,88,50,1.98,47,2,1
60,33,0,61,97,3.47,79,0,1
59,90,0,43,60,3.36,54,5,1
77,72,0,71,97,4.06,48,4,1
39,73,0,38,34,0.73,78,3,1
89,89,0,81,97,3.5,27,0,0
38,52,0,86,70,1.0,52,1,0
87,41,0,68,93,4.65,59,5,1
61,44,0,92,52,1.98,28,1,0
45,63,0,39,91,3.72,25,1,1
41,46,0,83,56,2.05,60,3,1
64,96,1,48,74,1.77,14,5,1
76,43,0,98,31,3.86,41,3,0
46,32,0,36,84,0.52,90,3,1
58,82,0,61,40,4.06,40,2,0
86,85,0,73,73,1.38,1,5,0
65,32,0,81,30,1.73,72,4,1
97,38,0,63,51,4.47,15,5,0
36,59,0,88,80,3.97,86,2,0
48,75,0,33,30,1.08,29,0,0
57,75,0,90,77,3.34,44,0,0
50,33,0,96,75,1.61,54,5,1
34,97,0,59,98,3.23,1,3,0
78,38,0,50,85,3.65,62,0,0
30,51,0,49,94,1.93,72,1,1
93,36,0,38,39,4.19,20,4,0
57,69,0,81,89,3.19,34,3,0
73,32,1,56,60,3.6,0,1,1
77,72,0,56,65,3.43,76,1,1
41,47,1,78,87,1.93,54,0,0
47,71,0,91,33,2.38,4,0,1
74,90,1,49,85,4.19,26,5,1
80,68,1,91,97,1.85,43,2,0
34,59,0,50,37,4.15,16,2,1
60,69,0,41,93,1.66,42,3,0
95,49,0,73,49,2.84,82,3,0
74,76,1,93,61,4.7,63,5,1
88,51,0,63,98,1.72,52,1,0
31,46,0,82,99,4.7,42,3,1
85,76,1,41,38,1.04,73,3,1
64,96,0,51,33,2.2,31,2,0
73,78,0,30,98,4.7,11,0,0
54,43,0,77,64,2.18,21,4,1
45,88,0,72,32,1.09,90,3,1
87,45,0,100,80,3.43,65,4,0
70,49,0,42,73,4.38,0,3,0
73,39,0,49,99,4.54,60,5,0
49,91,0,97,67,1.04,55,2,0
88,94,0,92,94,1.08,54,4,0
97,85,0,66,71,4.19,33,1,0
61,73,0,75,79,2.78,32,2,0
93,35,1,49,36,3.37,34,1,0
68,86,1,59,98,2.81,23,4,1
44,98,1,65,82,3.26,49,5,1
47,48,0,89,31,3.07,11,5,1
100,45,0,77,85,4.28,32,2,0
96,38,0,96,47,1.5,64,5,1
58,56,1,91,56,2.47,1,3,0
30,63,0,70,82,4.75,25,3,1
74,69,0,64,88,3.39,78,4,1
95,55,0,97,57,1.85,17,1,0
63,82,0,73,46,2.36,19,2,0
50,80,1,92,71,4.99,59,5,1
77,91,0,68,86,3.77,71,0,0
62,76,1,31,65,1.35,70,1,1
86,68,0,78,91,1.11,11,2,0
69,85,0,30,54,2.69,44,5,1
100,94,0,91,42,4.11,2,2,0
44,55,1,86,91,1.07,41,1,1
59,32,1,93,33,1.88,62,0,1
73,60,0,70,34,2.22,38,4,1
84,54,0,43,49,3.67,26,2,1
46,93,0,39,64,3.1,46,3,0
68,93,0,96,78,2.4,47,2,1
77,33,0,92,88,0.88,24,5,1
32,90,0,69,31,4.58,40,2,1
66,56,1,32,88,3.36,16,0,0
46,76,0,98,99,1.01,21,5,0
94,32,0,50,75,4.85,87,4,1
54,96,1,50,30,3.46,25,1,1
45,62,0,57,65,1.78,80,0,0
84,62,0,49,76,0.86,44,4,0
88,87,0,34,82,1.6,76,3,0
61,70,0,81,43,1.25,61,3,1
92,99,1,50,95,1.27,46,3,0
81,30,1,88,91,2.51,39,3,0
54,99,1,74,44,3.55,23,0,0
42,95,0,36,58,4.54,79,3,1
57,81,0,70,88,1.39,12,5,0
89,71,0,93,63,2.4,20,5,1
37,35,0,73,54,3.17,84,5,1
60,60,0,57,72,3.9,81,1,1
91,67,0,74,81,2.8,20,3,0
63,78,0,34,33,4.65,62,2,0
71,70,0,38,94,3.88,55,4,0
98,84,0,59,89,4.27,73,3,0
66,36,0,48,41,1.57,22,4,0
60,64,1,40,68,2.23,61,2,1
62,45,0,72,30,2.6,66,5,1
72,48,0,94,43,3.15,73,1,0
52,50,0,41,74,1.47,76,1,1
74,67,1,80,97,1.04,72,3,1
70,77,1,72,63,2.31,8,3,0
47,88,0,94,41,4.98,16,4,1
43,32,0,84,89,0.7,24,1,0
45,63,0,97,91,1.86,63,5,0
53,99,0,78,70,3.51,33,2,0
96,37,0,38,72,3.71,77,1,0
42,33,0,89,87,1.82,69,1,0
68,33,1,32,54,3.8,29,1,1
50,68,0,45,77,3.93,82,4,1
90,91,0,48,86,4.33,17,1,0
48,89,0,65,84,1.58,34,1,0
57,48,0,88,35,3.8,76,5,1
98,82,0,51,87,3.21,58,3,1
37,39,0,31,72,1.97,17,1,1
44,92,0,73,67,0.87,6,2,0
47,48,0,43,78,0.76,53,3,1
49,32,0,80,74,2.2,33,0,0
74,68,0,32,79,1.39,60,3,0
88,60,0,83,45,2.62,69,0,0
55,75,0,48,33,2.74,66,1,0
95,82,0,91,78,1.64,23,0,0
67,31,0,79,47,4.06,41,5,1
35,83,0,92,59,3.91,68,2,0
32,35,1,54,30,4.17,4,0,1
50,55,0,99,98,2.89,72,3,0
78,95,0,49,65,0.65,9,1,0
51,30,0,51,52,4.11,43,4,1
74,60,0,67,80,4.17,76,5,1
59,74,0,68,88,4.16,58,2,0
61,89,0,66,95,3.81,77,2,0
31,96,0,30,63,4.74,14,3,1
77,94,0,98,65,3.81,53,2,0
68,72,0,46,99,1.84,8,2,0
59,45,0,99,67,3.22,33,5,1
61,73,0,79,80,4.66,29,2,0
56,62,0,38,50,3.77,84,3,1
41,49,1,63,75,3.94,5,1,1
75,32,1,68,94,0.87,10,3,1
89,47,0,63,69,1.92,65,4,0
79,38,0,61,91,0.88,18,4,1
96,89,1,96,50,3.79,28,5,1
98,65,1,75,35,3.33,61,0,1
69,59,0,37,73,2.25,54,5,1
39,53,1,68,58,2.89,4,5,1
75,65,1,41,74,4.28,61,1,1
32,75,0,60,32,4.01,68,0,1
79,72,1,89,82,1.79,43,5,0
68,44,1,49,37,4.14,58,3,1
73,57,0,46,44,2.89,42,0,0
95,86,0,47,32,4.6,14,4,0
83,36,1,91,33,1.99,8,2,0
86,87,0,100,46,1.61,66,1,0
67,37,0,39,31,2.58,40,0,0
59,96,0,71,49,4.01,47,5,1
99,44,0,73,49,2.62,37,4,0
50,78,0,87,48,1.87,70,5,1
87,53,0,89,33,0.76,42,4,1
42,90,0,53,41,2.75,70,4,1
97,96,1,80,80,3.28,25,5,1
82,74,0,82,46,4.9,43,5,1
63,91,1,61,91,0.87,16,4,0
88,90,0,70,96,4.74,26,0,0
87,62,0,82,66,1.47,8,2,0
67,56,0,81,47,2.06,34,5,0
41,73,0,55,76,4.95,83,0,0
85,66,0,45,69,1.85,57,5,0
43,34,1,94,71,3.18,3,1,0
48,86,1,51,100,1.58,82,5,1
96,39,0,97,54,1.51,60,1,0
83,50,0,100,41,1.38,47,4,1
57,75,0,87,49,4.71,22,3,1
30,70,0,90,80,3.52,13,2,0
41,46,0,68,95,2.62,3,0,0
97,94,0,35,92,4.73,55,5,1
92,63,0,38,49,0.83,70,2,1
90,30,0,89,60,4.27,5,4,0
32,64,0,86,88,2.54,81,1,1
35,37,1,97,82,1.33,68,2,1
30,73,1,79,72,1.61,6,3,1
32,33,1,83,57,4.68,15,5,1
80,67,0,88,75,2.5,24,1,0
32,68,0,91,70,1.68,9,1,0
38,90,0,63,99,0.55,29,4,0
47,81,1,43,63,2.5,62,5,1
55,89,0,96,38,2.14,58,2,0
51,51,1,85,82,2.77,39,4,1
94,77,1,95,43,4.71,46,0,0
99,87,1,38,43,2.3,24,2,0
55,58,0,71,36,1.41,30,0,0
91,46,0,67,79,2.39,14,1,0
98,40,0,47,81,0.83,30,2,0
44,45,1,74,72,3.67,87,2,1
49,68,0,83,59,1.49,38,1,0
77,41,0,92,36,2.72,27,1,0
57,44,0,35,57,0.99,3,4,0
86,81,1,49,62,2.36,35,5,1
66,59,1,41,57,3.15,23,1,0
80,30,1,64,77,0.58,57,1,1
49,77,0,93,55,0.61,68,2,0
36,94,0,71,97,1.27,43,4,0
80,63,0,97,76,4.74,58,2,0
87,74,0,70,39,2.69,19,2,0
38,57,0,50,54,1.1,53,5,1
62,70,1,81,90,1.14,26,0,0
94,95,0,60,89,0.97,87,0,0
37,97,0,96,89,3.05,74,5,1
79,49,0,51,74,1.64,80,0,0
77,62,0,65,82,0.73,47,5,0
92,91,0,71,38,4.82,56,2,1
38,76,1,61,79,3.19,21,1,1
39,94,1,94,71,3.84,84,4,1
50,39,0,68,76,1.36,13,5,0
49,40,0,58,94,1.67,11,3,0
41,56,0,62,84,1.03,10,2,0
79,47,0,32,47,1.87,50,0,0
35,39,1,41,36,2.47,50,3,1
46,61,1,31,62,2.03,89,3,1
86,95,1,72,34,3.63,21,2,0
98,97,1,91,65,2.66,21,4,0
80,50,0,43,36,0.96,44,4,0
96,33,0,36,60,4.07,44,3,1
32,44,1,43,33,4.76,81,4,1
77,95,0,77,70,2.61,35,3,0
35,75,0,76,71,4.54,70,2,1
34,82,0,81,47,4.51,48,2,1
45,59,0,83,94,4.86,66,0,0
82,36,1,70,72,0.62,52,3,1
46,65,0,82,96,2.93,5,0,0
68,79,1,30,38,4.55,33,0,0
34,75,0,37,99,3.42,7,4,0
54,86,0,38,55,2.14,71,0,0
50,43,1,94,30,2.21,38,0,0
37,92,0,69,69,1.35,54,0,0
75,48,0,86,60,3.74,77,2,1
63,33,0,88,68,4.18,49,3,0
64,31,1,62,92,2.61,78,3,1
55,59,0,39,84,4.57,43,5,1
64,100,0,36,87,1.93,42,4,0
82,48,0,62,48,3.37,15,4,0
44,96,0,98,45,0.61,81,3,1
96,72,1,76,48,2.64,15,0,0
70,56,0,59,70,1.13,40,1,0
38,86,0,33,31,1.42,57,3,1
65,77,1,34,82,0.72,51,5,1
81,51,0,86,67,0.54,4,2,0
87,36,0,84,68,3.93,43,2,0
39,58,0,49,55,3.21,45,2,1
59,50,0,45,69,4.45,17,1,0
87,70,0,32,78,2.9,16,0,0
88,84,0,92,77,4.94,23,3,1
60,39,1,42,96,3.39,17,2,1
54,91,0,40,77,1.12,56,4,0
68,87,0,65,30,4.77,4,4,0
85,79,1,94,83,4.41,43,4,0
59,99,0,87,48,3.03,80,1,0
32,85,0,98,77,4.92,12,1,0
60,81,1,48,82,2.8,76,2,0
75,76,0,39,40,4.35,32,4,1
64,54,0,72,60,0.95,71,4,1
42,31,0,88,43,4.74,58,0,0
59,77,0,43,39,0.64,30,1,1
99,79,1,87,73,2.8,52,5,1
40,99,0,67,31,4.8,48,4,1
40,95,0,72,42,2.1,48,1,0
97,92,0,33,72,4.48,36,2,0
51,42,1,54,75,1.26,79,2,0
98,35,0,56,54,1.32,54,2,0
60,99,0,49,48,3.79,13,1,0
60,66,0,77,38,4.34,1,5,1
32,87,0,59,74,4.38,25,0,0
64,97,1,88,90,3.55,22,0,0
89,48,0,40,94,1.89,12,5,0
39,42,0,34,33,2.18,70,5,1
56,98,1,66,62,2.09,52,5,1
41,46,0,36,90,3.7,22,2,0
44,78,0,50,40,1.79,59,2,1
55,96,1,30,57,4.17,62,2,1
57,37,0,59,95,4.6,79,1,1
42,66,0,98,82,0.79,41,5,0
73,81,0,70,30,4.51,50,0,0
67,30,0,70,81,4.07,42,4,1
33,77,1,39,99,3.5,40,2,1
76,69,1,33,39,1.47,80,2,1
37,95,0,40,43,0.67,20,1,0
95,30,0,62,47,1.64,59,2,0
37,89,0,35,85,2.85,2,0,0
88,50,1,80,66,0.67,50,5,0
88,50,0,92,46,1.42,39,1,0
46,92,0,84,51,2.06,78,2,0
59,50,0,66,48,0.81,29,3,1
80,70,0,55,83,1.95,36,0,0
86,83,0,35,88,1.04,31,2,0
39,68,0,70,39,0.63,34,3,0
63,100,0,31,32,4.04,18,4,1
44,48,0,68,54,1.72,12,2,1
54,42,0,76,66,2.03,40,3,1
43,95,0,95,51,2.1,49,0,0
54,85,0,44,46,1.56,6,1,0
82,75,0,31,68,3.11,31,2,0
46,87,0,48,64,1.89,46,5,1
95,84,1,39,95,2.76,34,0,0
77,72,0,83,96,2.62,18,1,1
31,63,0,89,85,4.8,50,3,1
92,44,1,51,74,2.29,49,1,1
81,66,0,78,64,2.37,20,1,0
82,81,1,41,31,2.23,44,3,1
56,40,0,35,31,3.25,5,2,1
86,99,0,85,69,0.84,48,2,0
52,35,0,82,89,3.0,83,0,0
90,62,0,49,51,4.43,54,5,1
41,57,0,62,47,2.98,73,1,0
99,77,1,49,63,3.96,85,1,1
72,73,0,43,95,1.21,65,2,0
53,37,1,38,64,2.77,84,1,1
86,58,0,76,82,3.43,52,4,0
54,53,1,66,49,1.48,19,0,0
49,45,0,43,87,4.41,33,3,1
76,31,0,96,60,2.37,73,2,1
74,48,0,54,54,3.25,69,5,1
35,90,1,63,71,4.0,30,4,1
60,43,1,48,54,1.88,82,5,1
62,67,0,42,43,1.29,57,5,1
95,60,0,80,79,2.74,50,4,1
31,74,0,86,92,3.47,62,5,0
74,98,1,87,79,1.09,52,5,0
43,66,1,65,81,1.4,1,1,0
32,56,0,92,54,3.69,3,4,0
41,45,0,82,72,0.6,6,2,0
80,79,1,91,48,1.98,8,5,1
33,43,1,43,89,3.51,12,0,1
34,81,0,38,42,2.59,90,3,1
82,34,0,76,91,4.36,9,5,0
98,45,0,56,70,2.16,41,2,0
74,90,0,89,87,1.0,60,2,0
40,90,1,47,91,2.17,8,0,0
56,49,0,51,68,3.9,49,5,1
32,95,0,66,78,1.53,35,5,1
50,42,0,95,36,3.45,59,2,1
40,64,1,43,68,0.85,10,2,0
57,97,0,70,35,2.01,75,2,0
58,63,1,58,84,4.43,76,4,1
73,39,0,84,86,1.26,69,2,0
58,94,1,34,57,4.63,65,0,1
97,59,1,83,50,2.03,70,2,1
53,89,0,66,53,1.18,63,3,0
53,32,0,75,56,2.79,13,0,0
43,44,1,45,80,4.22,36,5,1
55,71,0,80,43,3.71,26,4,0
32,53,0,37,90,1.14,14,1,0
40,56,0,85,76,4.33,77,0,0
76,76,1,48,79,3.8,53,3,1
79,30,0,74,74,3.45,5,1,0
35,86,0,65,31,4.65,43,1,0
81,43,1,51,71,2.34,54,4,1
62,58,0,63,97,4.03,84,1,1
46,89,0,53,73,2.13,74,0,0
69,86,0,87,69,2.52,43,1,0
47,51,0,32,56,0.72,78,2,1
73,48,1,53,41,0.77,26,1,0
33,48,1,76,77,4.88,36,0,1
86,36,0,97,89,1.94,6,2,0
78,90,1,74,47,2.98,40,1,0
70,79,0,34,51,1.28,67,4,1
62,30,0,82,97,1.55,21,3,0
93,36,0,50,56,1.67,4,0,0
57,96,1,93,69,1.72,44,1,0
81,48,1,64,62,1.9,7,2,0
75,79,1,50,73,2.36,77,0,0
89,30,0,43,55,0.63,66,1,0
69,81,0,71,55,2.61,41,3,1
39,56,0,53,97,2.17,32,5,1
83,97,0,43,31,2.65,53,2,0
78,92,0,38,79,4.16,30,5,1
73,54,0,73,99,3.75,70,2,0
57,92,0,43,40,0.99,33,4,1
68,98,0,96,37,5.0,45,2,1
55,81,0,65,68,1.95,85,2,0
30,37,1,51,39,2.39,67,1,1
37,68,0,60,87,1.51,89,3,1
63,76,0,34,30,2.65,21,0,1
44,41,0,97,79,3.19,77,3,0
95,60,0,59,67,1.93,65,4,0
41,41,1,96,55,3.25,26,5,1
87,70,0,99,35,4.33,74,3,1
47,55,1,74,69,3.11,11,3,1
88,80,1,64,56,2.4,18,2,0
90,41,0,91,38,1.8,19,3,0
36,82,1,37,65,2.74,34,2,0
71,81,1,46,54,2.95,51,0,1
95,54,0,64,59,4.5,66,3,1
75,74,0,70,35,1.53,72,1,0
88,82,0,65,36,0.98,61,4,0
77,46,0,58,46,4.78,62,1,1
97,50,0,38,58,0.85,65,4,1
52,47,0,98,91,4.99,15,3,1
47,69,0,38,76,4.25,54,0,0
50,58,1,54,100,4.75,17,2,1
43,92,0,40,80,4.8,47,5,1
79,30,0,42,98,4.92,56,0,0
37,65,0,79,61,2.89,25,5,0
33,51,1,62,45,4.57,27,3,1
99,52,0,70,99,3.11,13,1,0
53,39,0,92,34,3.71,86,3,1
53,37,1,93,36,1.08,81,4,1
78,42,1,37,63,4.11,80,5,1
49,52,0,83,37,3.94,46,5,1
42,48,0,62,38,4.41,40,3,0
87,80,1,40,66,1.93,42,1,0
63,53,1,87,77,1.81,35,0,0
76,51,0,77,81,2.2,51,3,1
34,87,0,47,49,4.6,70,2,1
45,40,0,71,34,3.49,77,3,1
56,45,0,88,86,4.42,9,4,0
71,56,0,63,52,1.7,17,1,0
89,87,0,97,54,3.93,39,5,1
60,64,0,42,88,0.78,52,3,0
43,99,0,30,72,2.64,76,3,1
44,77,0,79,40,1.05,83,3,0
49,86,1,81,34,3.59,46,4,0
87,45,0,41,44,1.25,33,1,0
57,81,1,72,78,4.74,87,2,0
56,85,1,84,89,3.83,46,0,0
30,80,1,84,47,3.7,42,4,1
41,95,0,97,86,2.01,5,1,0
88,83,1,76,89,3.11,7,1,0
53,48,0,90,86,3.76,26,5,0
52,95,1,95,67,4.75,2,1,0
32,55,0,34,37,0.73,35,3,1
45,70,1,40,58,3.14,80,0,1
76,66,0,77,95,4.35,61,3,1
95,81,1,65,71,1.97,67,5,1
66,32,0,91,98,4.85,80,2,1
32,34,0,82,38,3.59,48,5,0
90,32,0,72,42,3.67,39,3,1
41,100,0,92,79,4.05,5,1,0
90,74,0,43,55,1.27,43,3,0
41,68,1,72,65,3.27,73,3,1
51,48,1,84,94,4.3,16,3,0
48,39,0,43,50,4.87,78,0,0
41,61,1,38,72,4.24,19,5,1
79,64,0,33,78,4.67,62,5,1
52,30,1,32,48,1.93,29,5,1
38,72,1,31,75,3.42,80,2,1
46,98,0,62,37,2.18,17,1,0
31,92,0,43,63,4.71,10,5,1
66,41,1,68,99,4.02,14,3,1
90,32,0,71,80,1.19,18,5,0
98,85,0,74,36,2.01,77,1,0
63,49,1,53,76,3.46,75,3,1
39,38,0,74,92,2.27,48,4,1
31,63,0,34,79,1.79,36,5,1
52,31,0,75,82,1.96,35,5,1
32,42,0,48,83,0.82,55,1,0
32,68,0,43,80,3.31,50,5,1
92,45,1,85,43,2.45,67,0,0
76,82,0,84,81,3.2,12,5,0
82,65,0,53,32,1.59,45,2,1
45,44,0,60,39,2.95,85,0,1
59,70,0,43,82,2.28,74,4,1
42,95,0,41,32,1.59,60,1,1
94,94,1,86,49,2.95,80,5,1
97,79,0,44,65,2.75,29,5,0
89,98,0,42,97,0.95,29,2,0
36,58,0,74,74,2.43,70,5,1
85,87,0,37,41,1.22,19,2,0
79,43,0,72,59,2.42,87,1,1
59,35,1,37,57,2.46,50,2,1
68,98,1,46,83,0.83,50,5,1
92,89,0,71,33,4.06,81,4,0
56,33,0,30,67,2.22,47,1,0
43,72,1,94,92,3.29,38,5,1
84,100,1,87,49,0.81,72,1,0
69,95,0,33,75,2.54,5,5,0
87,76,0,72,67,2.63,82,5,1
60,43,1,32,83,2.14,77,5,1
36,57,0,92,73,1.85,26,1,0
95,38,0,39,51,1.93,20,4,0
87,58,1,82,57,3.51,3,2,0
100,64,1,89,90,3.76,77,1,0
98,47,0,90,57,4.58,18,5,1
89,40,0,51,64,1.66,78,2,0
35,91,0,46,41,3.66,68,5,1
74,78,0,42,40,1.08,50,0,0
77,78,0,71,100,1.03,50,5,0
70,81,1,65,71,4.99,24,5,1
92,36,0,48,53,1.67,26,3,0
31,60,0,88,78,0.58,48,0,1
88,82,1,52,84,1.86,50,5,0
66,43,0,80,46,4.72,29,2,0
73,55,0,85,91,3.97,55,3,0
71,52,0,37,68,3.72,66,4,1
73,51,0,89,51,2.0,29,0,0
94,55,0,69,53,1.72,6,5,0
93,87,1,33,99,5.0,41,1,0
33,32,0,65,76,3.97,59,5,1
66,91,0,45,86,2.17,20,1,0
59,39,1,79,32,3.55,69,2,1
75,64,0,81,80,1.44,26,1,0
59,42,1,68,83,2.53,11,4,1
87,82,0,71,94,0.89,2,3,0
58,37,0,86,34,2.41,66,0,1
96,34,1,80,32,2.94,60,2,1
79,51,0,48,66,4.92,17,3,0
32,63,0,40,31,2.3,68,2,1
66,34,1,59,74,2.46,26,3,0
69,54,0,84,91,1.62,34,0,0
56,77,0,81,80,1.74,90,3,0
64,84,1,37,36,4.32,73,3,1
88,39,0,75,33,2.21,35,3,0
48,35,0,96,45,1.52,62,2,0
32,61,0,75,42,1.28,72,5,1
47,97,0,66,51,3.38,13,2,0
44,58,0,97,39,0.51,16,5,1
76,59,0,39,85,3.49,36,2,0
55,56,0,99,62,1.09,72,2,0
70,60,0,57,94,1.61,6,3,0
42,87,0,59,38,4.51,28,5,1
47,40,1,60,83,1.02,68,4,1
66,64,1,50,45,1.45,1,2,0
74,74,0,58,69,3.61,28,1,0
40,64,0,97,59,1.04,9,3,0
42,68,1,31,84,2.56,15,2,0
84,76,0,95,84,1.22,66,5,1
85,91,0,61,38,4.59,54,1,1
48,81,0,35,85,3.37,79,2,0
30,99,0,52,50,4.36,76,3,1
31,55,0,32,55,1.5,46,2,1
34,61,0,66,72,2.86,28,0,0
36,76,0,37,52,1.17,76,2,1
56,50,0,43,40,1.83,47,4,0
60,74,0,65,58,0.9,89,3,1
86,89,1,70,95,4.43,28,3,0
63,68,0,34,96,2.74,64,2,0
35,89,0,93,38,0.98,41,0,0
83,32,0,50,89,0.54,64,5,1
32,89,0,66,75,4.2,37,4,1
40,91,0,66,78,2.36,88,5,0
50,58,1,75,95,1.85,23,0,0
89,68,1,93,70,3.4,89,0,1
91,30,1,76,55,0.64,81,1,1
53,54,1,42,48,4.63,41,3,1
76,49,1,52,93,4.26,90,3,1
95,31,0,32,47,2.83,41,5,1
84,43,0,37,88,3.33,60,3,0
65,97,1,93,94,3.63,90,1,0
59,86,0,74,74,3.92,60,0,1
89,99,1,69,60,4.2,68,0,0
88,55,1,33,84,1.94,14,2,1
56,77,1,59,33,1.98,20,2,0
36,39,1,56,68,4.84,22,4,1
30,58,0,56,88,0.86,4,3,0
69,75,1,44,66,1.03,12,2,0
100,60,1,53,67,4.26,15,3,1
46,46,0,38,87,3.02,62,3,1
49,36,0,55,60,3.67,83,1,1
60,58,1,42,32,0.74,33,5,1
61,54,0,84,72,2.5,62,5,1
96,55,1,58,90,3.28,40,4,1
46,40,1,78,55,2.47,63,1,0
72,32,0,75,80,4.73,19,4,0
60,47,0,47,62,3.14,65,4,1
38,100,0,63,51,1.18,49,1,0
90,56,0,98,63,1.78,74,4,1
61,65,1,38,77,2.35,46,4,1
38,36,0,56,48,0.52,73,5,1
50,69,0,42,79,0.96,82,1,1
52,63,0,77,62,3.08,68,0,1
57,51,1,38,31,0.59,26,0,1
99,92,0,73,74,0.7,0,4,0
90,70,1,72,79,4.02,43,1,0
49,43,0,85,43,4.15,6,3,1
44,77,1,41,78,3.38,2,0,0
79,40,0,39,71,1.15,17,5,0
86,47,1,48,68,3.05,83,2,0
64,97,1,77,33,2.25,56,1,1
50,57,0,30,52,4.94,29,4,1
88,37,0,73,61,4.46,42,4,0
81,79,1,97,57,1.8,22,1,0
41,74,0,83,77,3.34,18,4,1
98,99,0,80,96,3.63,82,1,0
94,47,1,53,33,3.92,63,5,1
70,87,1,78,80,3.25,80,5,1
78,55,0,52,64,2.18,21,2,0
57,34,1,72,64,1.24,28,1,0
32,66,0,83,100,2.38,41,0,0
90,62,0,81,47,1.39,68,5,1
41,61,1,38,52,1.03,42,1,1
83,31,0,94,49,4.67,9,1,0
35,60,1,51,66,2.2,73,4,1
65,82,0,80,64,2.35,52,5,1
80,62,0,43,42,1.35,88,5,1
32,87,0,86,81,1.81,49,3,0
75,73,0,79,83,1.07,11,3,0
83,88,0,36,89,2.83,7,0,0
95,78,0,90,58,4.47,73,3,0
38,38,0,95,46,4.13,59,1,1
67,50,0,73,40,1.99,58,1,0
70,74,0,75,74,3.82,28,3,1
81,82,0,56,83,1.14,27,1,0
70,95,0,57,44,3.28,87,5,1
89,72,0,68,48,1.76,23,0,0
80,66,0,79,58,4.84,63,3,0
82,32,0,48,79,0.74,63,2,0
32,51,0,55,44,4.86,63,3,1
49,48,0,50,47,2.12,8,4,0
51,86,0,56,96,4.55,86,1,0
72,55,0,74,81,3.38,32,2,0
78,61,1,55,61,1.11,29,2,1
58,45,0,57,51,2.47,88,0,1
64,48,0,72,57,2.2,74,1,0
86,82,0,95,76,2.91,11,1,0
60,64,0,60,41,0.53,74,1,1
83,70,0,55,67,4.09,89,0,0
68,64,0,62,55,3.71,68,0,0
69,36,0,82,76,4.23,84,0,0
94,50,1,95,77,4.68,8,3,0
51,35,1,58,64,3.22,37,4,1
43,48,0,60,69,1.31,34,4,1
43,90,0,88,30,4.24,55,5,1
88,84,0,45,98,4.99,54,1,0
96,40,1,31,82,2.45,7,0,0
99,87,0,81,57,4.01,38,2,0
74,55,0,67,59,4.47,11,0,1
40,57,0,97,78,0.62,5,3,0
95,30,1,89,74,1.61,69,4,1
89,54,1,48,45,4.75,42,1,1
86,93,0,42,70,1.31,42,0,0
93,46,0,57,53,2.76,77,0,1
53,92,0,55,94,4.61,23,3,0
47,92,1,36,59,4.91,11,4,1
50,89,1,86,89,3.03,85,3,1
95,58,0,40,50,4.36,79,1,0
84,96,0,61,94,4.98,88,2,0
92,71,0,94,80,2.55,65,3,0
97,73,0,39,60,3.99,76,2,0
72,80,0,38,90,0.81,48,4,0
43,30,1,92,50,3.82,12,4,1
55,85,0,68,67,3.57,11,1,0
40,70,0,89,85,2.26,22,0,0
60,99,0,80,67,3.54,79,2,1
60,85,0,73,38,2.58,81,3,1
72,42,1,77,66,3.35,25,4,1
60,49,0,59,53,2.76,34,0,0
71,73,0,61,67,3.6,30,2,0
43,89,0,78,91,0.51,30,1,0
79,46,1,81,74,3.09,39,5,1
46,30,0,36,50,2.92,5,5,1
99,36,0,77,56,0.99,52,2,0
34,90,0,90,30,0.9,21,5,0
72,78,0,81,59,3.92,53,2,0
93,37,0,83,63,1.22,30,5,1
64,94,0,77,31,1.11,51,3,0
44,39,0,48,42,1.36,70,0,0
85,37,0,89,85,2.83,54,4,0
99,96,0,46,32,4.78,74,0,0
40,40,0,93,73,1.79,59,2,0
59,82,1,47,79,3.79,38,0,0
96,93,0,77,60,2.8,43,3,0
38,60,0,99,76,1.91,9,3,0
44,55,1,41,41,4.53,63,4,1
36,73,0,82,38,4.23,87,1,1
33,73,1,94,69,3.3,61,0,0
61,64,1,81,48,2.68,11,2,0
41,98,0,99,78,2.61,85,0,0
59,83,0,78,92,2.56,4,4,0
56,61,1,53,70,2.27,40,0,0
37,51,0,65,58,2.81,65,1,0
