contribution_consistency,repayment_punctuality,default_history,attendance_score,savings_stability,loan_to_savings_ratio,average_overdue_days,current_unpaid_loans,defaulted
88,30,1,59,93,1.97,60,5,1
85,34,1,37,100,4.89,11,4,1
36,83,0,50,79,4.46,12,0,0
32,22,0,51,92,4.43,57,0,1
52,88,0,47,70,2.29,10,4,0
47,42,1,95,36,4.83,63,3,1
67,72,0,77,38,3.58,30,1,1
44,56,0,73,33,4.24,10,2,1
93,28,0,38,78,2.75,42,4,1
57,34,0,96,35,1.22,35,0,0
68,22,1,83,50,4.49,1,2,1
86,89,1,55,44,2.69,86,0,0
46,36,1,55,96,4.86,60,1,1
73,45,0,63,95,1.65,35,1,0
54,40,1,37,85,4.97,77,4,1
46,91,0,39,97,1.5,48,2,0
42,40,0,77,61,2.16,26,5,1
54,30,0,84,95,3.17,11,2,1
97,57,1,83,58,3.62,57,5,1
39,91,1,69,95,3.74,5,1,1
96,54,1,44,63,2.64,43,0,1
47,33,1,47,56,0.85,46,5,1
63,33,1,52,89,2.73,22,5,1
37,29,0,91,68,2.01,73,4,1
69,31,1,75,73,3.46,75,3,1
71,57,0,68,65,1.32,25,1,0
70,53,0,44,48,2.27,6,5,1
35,60,0,82,74,4.85,31,1,1
81,29,0,93,50,0.9,32,4,1
55,36,0,92,52,3.21,81,0,0
93,36,0,45,56,0.91,19,2,1
88,86,0,99,48,1.21,68,1,0
85,81,1,95,70,3.22,51,4,1
88,20,1,42,55,2.5,41,4,1
99,31,0,76,57,2.97,82,4,1
62,23,0,38,93,4.46,0,2,1
82,61,0,92,97,4.18,62,1,1
51,32,0,63,80,4.5,6,5,1
50,23,0,58,77,3.27,57,4,1
99,88,1,66,39,2.7,85,2,1
99,38,0,72,68,2.57,49,0,0
33,21,0,93,48,3.83,33,3,1
91,31,0,53,93,2.85,50,1,1
91,100,0,100,48,0.98,9,2,0
53,93,0,63,91,1.14,25,3,0
84,25,0,77,42,2.11,31,3,1
38,27,1,41,54,0.81,41,2,1
32,70,0,52,71,1.58,90,5,1
60,30,0,42,68,3.45,61,5,1
69,82,0,74,59,0.56,11,2,0
65,76,0,94,34,3.22,39,2,1
53,31,0,76,47,3.98,86,4,1
35,92,0,87,50,1.27,77,0,0
95,21,0,34,79,1.31,33,5,1
33,27,0,34,35,0.63,80,4,1
35,30,0,89,79,2.81,69,3,1
80,72,0,50,95,3.45,26,3,0
91,29,0,53,30,2.56,7,3,1
86,27,0,47,86,2.25,46,2,0
95,55,0,50,59,2.54,80,1,1
37,95,0,83,87,4.02,25,4,0
55,33,0,39,81,0.65,56,1,0
80,73,0,53,66,4.03,6,0,0
74,40,0,89,77,3.5,87,0,1
73,69,0,86,30,1.59,88,4,1
34,58,0,52,48,2.86,25,3,0
99,39,1,51,75,0.72,58,5,1
55,26,0,97,96,2.21,68,0,0
97,28,1,63,31,1.28,46,1,1
48,20,1,99,85,0.6,34,1,0
49,45,1,57,46,2.11,29,5,1
41,57,1,68,51,3.77,49,2,1
76,57,0,71,56,4.64,88,3,1
30,80,0,52,84,3.48,23,2,0
43,63,0,99,61,2.31,29,4,1
93,63,0,31,89,5.0,83,0,1
67,93,1,53,57,1.77,53,5,1
66,81,0,46,57,1.34,66,5,1
40,25,0,94,54,2.59,31,5,1
32,36,0,99,55,2.77,7,2,0
62,70,0,98,100,2.1,49,2,0
35,57,0,89,46,3.63,46,4,1
79,43,0,79,36,1.33,86,1,1
39,70,0,41,85,2.8,45,1,1
34,29,0,76,93,2.75,79,4,1
52,91,1,96,49,4.21,34,5,1
39,40,1,94,67,4.67,60,1,1
73,89,0,56,87,3.48,88,4,1
31,76,1,77,45,1.87,78,1,1
42,58,0,91,80,3.6,50,4,1
69,52,0,73,56,1.63,62,1,1
31,78,0,48,80,4.85,7,5,1
94,37,0,88,45,4.2,33,2,1
92,75,0,37,89,2.44,24,2,0
46,76,0,84,69,4.03,43,5,1
38,95,0,76,96,2.34,82,1,1
44,67,0,31,31,0.84,42,5,1
53,61,0,68,77,3.68,49,4,1
67,46,0,74,81,2.32,12,2,0
64,93,0,61,53,4.69,45,0,0
78,71,1,94,31,1.88,75,1,1
98,61,0,67,94,4.29,78,0,1
91,51,0,40,49,3.56,86,0,1
89,45,0,39,63,4.34,52,3,1
79,44,0,88,70,1.81,62,0,0
38,94,0,84,70,2.58,1,0,0
63,42,0,49,52,4.2,39,5,1
64,76,0,46,67,3.4,22,3,1
30,71,1,97,73,2.12,58,3,1
69,50,0,34,96,2.8,68,3,1
93,83,0,89,91,4.98,33,4,1
51,90,1,52,41,3.84,73,3,1
89,52,1,75,59,3.27,26,5,1
93,21,0,81,94,4.23,54,4,1
40,37,0,39,70,2.49,3,1,0
43,66,1,75,49,4.78,67,4,1
89,52,0,57,35,2.98,71,1,0
59,54,0,72,33,1.97,69,3,1
64,70,0,55,39,0.89,88,3,1
66,37,0,84,80,2.19,26,1,0
34,91,1,77,67,3.06,46,2,1
55,49,0,58,30,3.66,39,5,1
91,63,0,56,37,4.44,83,4,1
33,72,1,47,92,4.75,26,5,1
71,29,1,89,62,0.96,6,5,1
47,71,0,98,44,3.2,22,0,0
69,68,0,50,60,3.5,83,3,1
68,30,0,53,50,1.27,63,4,1
43,85,0,32,32,2.96,28,5,1
61,77,1,91,95,2.01,60,4,1
80,55,0,31,64,0.85,43,5,1
67,52,0,95,70,0.8,68,3,1
52,66,0,71,88,3.92,26,5,1
92,32,0,63,45,3.27,11,1,0
44,59,0,71,85,3.72,16,3,1
54,87,0,49,74,3.58,36,4,1
46,61,1,97,88,1.1,33,2,0
95,38,0,74,79,1.18,35,5,1
82,38,1,71,41,1.64,5,1,0
80,77,0,76,41,2.3,31,3,1
68,42,0,34,62,4.73,72,0,1
80,73,0,78,78,3.53,21,3,1
99,99,0,66,50,1.65,9,4,0
35,84,0,63,89,0.75,28,4,0
96,31,0,99,81,3.58,10,0,0
36,43,1,47,83,3.31,65,1,1
80,53,1,48,68,3.54,55,4,1
71,72,0,69,78,1.68,84,1,0
93,27,0,46,93,2.83,57,1,0
44,37,1,89,55,2.13,51,3,1
58,76,0,71,100,4.18,60,1,0
62,24,1,94,36,0.81,16,5,1
56,45,1,82,91,1.74,90,4,1
65,49,0,36,53,3.21,29,4,1
58,73,0,34,69,1.42,71,2,0
67,32,0,53,76,3.53,36,1,1
86,48,0,57,37,1.12,4,2,0
56,22,0,91,83,0.6,25,3,1
84,77,1,46,38,4.39,69,2,1
62,95,0,49,32,2.0,79,1,1
97,21,0,32,83,1.21,0,4,0
95,94,0,66,50,1.28,8,3,0
39,47,0,44,77,4.49,84,1,1
34,96,0,80,76,3.44,70,3,1
67,95,0,77,97,4.8,63,0,0
42,21,0,37,92,4.1,78,1,1
60,26,0,42,45,3.95,23,0,1
76,45,0,77,34,2.75,4,2,0
81,95,0,32,40,4.19,50,1,1
85,35,0,94,58,2.36,37,0,0
44,42,0,60,99,4.22,28,5,1
58,59,1,55,77,3.91,45,4,1
37,79,1,85,44,3.55,51,2,1
34,92,0,63,63,1.98,45,1,1
58,51,0,38,89,3.34,74,1,1
76,34,0,91,91,2.78,67,4,1
97,32,1,42,31,2.58,58,4,1
74,24,1,98,48,4.96,9,0,1
31,94,0,70,78,2.77,3,0,0
56,93,0,30,57,0.64,51,0,0
65,71,0,76,77,3.32,73,3,1
65,96,0,33,66,3.78,17,2,0
55,60,0,92,78,4.48,75,1,1
72,72,0,81,77,3.35,50,2,1
56,69,0,39,58,0.59,22,4,1
98,34,0,57,89,1.04,24,5,1
49,26,0,35,58,1.23,59,2,1
40,59,0,56,87,1.45,36,2,1
67,47,0,41,77,4.1,67,0,1
35,51,0,91,52,1.89,76,4,1
52,34,0,81,56,1.91,17,2,1
76,89,0,77,36,3.9,28,1,0
75,84,0,96,78,2.36,29,0,0
41,23,0,75,83,0.79,6,2,0
42,30,0,44,97,3.13,87,4,1
91,45,0,100,71,1.09,40,5,1
89,80,0,65,88,3.07,73,1,0
72,56,0,43,73,4.01,36,5,1
97,42,0,32,55,4.68,26,4,1
34,59,0,96,52,0.8,20,4,1
66,96,0,48,37,1.87,42,4,1
60,42,0,83,82,3.44,50,5,1
38,35,0,98,43,1.92,70,3,1
80,80,1,39,100,2.53,12,1,0
58,87,0,62,36,0.59,52,4,1
69,99,0,42,38,3.62,86,3,1
70,50,0,80,32,4.47,62,0,1
40,72,1,61,46,4.9,56,3,1
52,44,0,53,73,4.24,24,0,0
30,63,0,64,75,0.64,12,5,1
75,31,0,99,87,3.43,36,3,0
50,28,0,69,57,2.73,29,5,1
65,31,1,83,43,4.72,89,4,1
83,88,0,73,38,4.56,11,3,1
86,73,1,91,55,4.95,64,3,1
30,73,0,97,31,4.38,17,4,1
92,47,0,62,63,2.96,84,0,0
83,75,0,85,48,3.72,61,4,1
84,88,0,65,68,4.84,23,1,0
69,96,0,83,42,3.1,59,3,1
44,77,0,48,34,4.28,16,1,1
50,97,0,72,79,4.74,59,4,1
76,94,1,41,52,3.07,8,5,1
82,61,0,40,58,1.22,51,4,1
38,57,0,99,55,1.2,14,2,0
81,87,0,41,86,1.02,76,1,1
86,72,0,70,30,2.64,27,2,0
55,52,0,54,57,2.66,80,1,1
70,90,0,32,91,3.28,8,5,1
64,75,1,32,76,2.67,55,2,1
92,91,0,57,88,4.88,84,2,1
54,70,0,52,60,1.81,74,1,1
67,93,0,77,99,4.43,35,4,1
31,62,1,96,78,0.95,55,0,0
36,34,0,71,34,3.21,88,4,1
63,57,0,69,60,3.42,70,0,1
46,34,1,35,66,3.98,19,1,1
72,24,1,49,44,2.76,54,3,1
88,73,0,40,81,1.39,59,4,1
80,70,1,56,98,2.16,34,2,0
83,29,0,50,40,1.72,73,4,1
53,31,0,42,72,2.39,0,1,0
54,23,0,64,99,2.88,77,3,1
100,37,1,76,52,3.31,44,3,1
81,99,0,57,69,4.3,68,4,1
99,55,0,50,92,4.6,39,4,1
62,44,1,47,31,2.58,37,5,1
78,95,0,60,76,0.9,23,4,0
58,55,0,89,59,4.09,3,1,1
92,86,0,66,45,2.65,90,0,0
51,28,0,50,88,2.96,68,5,1
55,80,0,43,76,3.18,12,0,0
57,72,1,89,59,3.51,20,2,1
78,37,0,52,38,4.51,31,1,1
100,62,0,58,94,4.78,37,5,1
78,54,0,76,88,4.73,31,3,0
49,82,0,59,93,4.14,78,5,1
92,97,0,67,37,4.5,56,2,1
90,23,0,56,81,0.72,47,3,0
78,60,0,44,47,4.32,29,5,1
100,64,1,88,87,0.83,70,3,1
30,69,0,32,78,3.86,37,4,1
42,98,0,39,61,1.26,43,3,1
80,47,1,46,77,2.12,25,5,1
85,61,1,40,74,1.33,89,3,1
91,99,0,77,83,2.5,1,1,0
61,95,1,34,75,2.35,42,4,1
59,88,0,98,60,0.72,42,4,0
58,20,0,93,66,4.24,62,2,1
78,58,0,43,45,4.34,72,4,1
74,36,0,79,75,4.04,57,0,1
59,54,1,55,75,4.31,47,1,1
45,65,0,98,90,3.88,4,2,0
69,61,0,36,75,4.72,90,0,1
48,58,0,45,80,3.09,75,3,1
47,68,0,84,91,3.12,34,0,0
30,81,0,85,64,4.37,15,2,0
76,57,0,33,71,2.07,82,4,1
95,42,0,77,74,0.73,48,1,0
67,41,1,46,97,3.87,59,2,1
80,23,0,65,76,1.65,50,0,0
92,68,0,99,59,2.63,90,0,0
33,78,0,67,53,1.58,81,2,1
30,92,0,91,95,4.22,58,5,1
37,87,1,77,72,4.81,63,5,1
58,90,1,39,63,0.75,12,2,0
84,21,0,65,52,1.55,25,5,1
32,68,0,58,90,1.35,69,2,1
61,50,0,33,66,3.53,2,4,1
39,59,0,73,42,2.43,86,2,1
63,67,0,85,100,2.55,11,3,0
84,70,1,71,36,1.21,40,1,1
61,62,1,42,71,2.37,78,1,0
79,74,0,75,67,1.86,64,3,1
36,68,1,62,81,3.25,62,0,1
37,99,1,50,73,1.48,49,0,0
94,76,1,86,93,3.27,46,0,0
86,96,1,98,42,2.2,7,0,0
96,34,0,99,57,2.06,30,4,0
88,46,0,96,30,1.88,10,3,0
83,87,1,77,72,3.53,16,1,0
96,99,1,62,71,3.03,26,3,1
80,83,1,65,79,4.33,26,1,1
37,49,0,62,89,1.59,77,0,1
63,55,0,60,30,0.68,86,4,1
64,86,0,50,80,1.32,55,2,0
61,68,0,56,45,2.05,68,2,1
75,95,0,91,68,1.31,46,5,1
45,74,0,55,44,0.88,18,0,0
97,75,0,95,62,2.5,56,0,0
66,87,0,41,82,3.55,30,3,1
83,63,0,51,46,3.88,15,4,1
43,50,0,46,35,2.29,44,4,1
84,77,0,36,60,2.65,26,3,1
77,72,0,97,98,3.9,60,4,1
36,98,1,66,69,2.09,25,4,0
36,42,0,67,59,4.03,28,2,1
62,47,0,40,98,4.85,43,4,1
52,35,1,30,36,4.46,28,0,1
48,56,0,54,42,2.54,1,2,1
48,40,0,71,33,3.11,5,0,0
65,98,0,81,79,3.72,8,0,0
58,36,1,53,32,2.07,14,3,1
89,56,0,82,41,4.1,83,5,1
31,96,1,85,94,2.47,57,4,1
30,38,1,92,56,4.31,1,4,1
76,49,0,37,79,1.65,2,4,0
98,64,0,88,46,0.55,51,4,1
49,37,0,74,61,3.35,54,2,1
40,97,0,56,80,2.53,52,1,0
31,81,0,81,46,0.77,71,0,0
96,55,1,47,63,2.69,39,5,1
41,71,0,45,64,1.26,84,5,1
49,38,0,95,53,3.33,38,1,1
34,63,1,34,83,2.5,42,1,1
66,26,0,32,47,1.27,12,1,0
67,63,0,99,79,2.35,36,2,1
38,87,0,36,75,1.55,54,1,0
82,53,0,79,77,3.44,31,2,0
73,85,0,43,62,1.83,13,3,0
53,88,1,67,56,4.2,64,3,1
59,74,0,76,30,0.56,26,5,1
88,29,0,62,88,2.32,23,3,1
43,61,0,72,39,3.28,21,2,0
38,60,0,58,54,0.6,77,2,1
69,96,0,86,86,1.47,44,0,0
95,88,0,34,95,1.97,7,1,0
54,29,1,89,44,0.6,90,4,1
51,29,0,99,57,2.96,66,4,1
33,79,1,31,42,3.34,63,1,1
55,70,0,99,43,1.52,46,4,1
87,40,1,72,95,2.95,20,4,1
58,27,0,33,63,5.0,31,4,1
66,84,0,85,54,4.49,44,5,1
99,97,0,88,83,0.76,43,2,0
47,49,1,38,41,1.08,40,2,1
71,68,1,32,38,2.72,51,2,1
70,28,0,77,60,1.6,87,1,1
67,36,0,72,82,0.86,10,3,0
63,88,0,30,72,1.65,84,5,1
46,77,1,86,67,0.78,17,5,1
66,76,1,82,71,2.88,10,4,1
54,81,1,45,77,2.71,26,0,1
56,71,1,80,96,0.53,42,2,0
86,80,1,84,95,2.67,64,5,1
60,59,0,30,45,2.84,53,5,1
35,57,1,57,45,3.23,28,0,1
69,62,0,82,60,4.87,20,4,1
41,82,1,87,87,4.92,28,5,1
82,38,0,89,57,2.87,8,5,0
100,69,0,88,33,4.3,60,3,1
39,52,0,51,39,0.88,61,0,1
74,32,0,37,80,2.89,70,4,1
46,97,0,78,47,3.56,90,4,1
55,81,0,71,76,3.04,4,2,0
91,62,0,56,61,1.54,14,3,0
75,68,0,68,59,0.78,56,4,1
93,55,0,54,65,2.24,4,3,0
31,29,0,67,38,3.41,19,2,1
83,25,1,53,65,4.96,80,0,1
94,76,1,53,58,1.56,3,5,1
80,20,0,89,45,4.63,55,5,1
82,90,1,79,50,0.81,84,1,1
65,77,0,95,93,4.69,33,1,1
55,40,0,43,95,4.25,39,1,1
58,99,0,82,88,0.59,68,5,1
50,75,0,61,57,1.84,67,3,1
40,39,0,77,84,0.73,21,1,0
69,73,1,68,60,4.98,13,0,0
40,44,0,69,62,2.43,67,4,1
65,47,0,71,89,3.48,7,3,1
88,24,1,37,70,1.55,66,5,1
68,40,0,55,75,4.7,45,0,1
83,37,0,41,78,1.73,28,5,1
84,66,0,72,94,1.67,89,3,0
53,89,0,80,71,1.92,11,3,0
51,76,0,92,52,2.58,78,3,1
98,38,0,78,56,0.58,51,2,0
85,84,0,56,61,3.19,57,4,1
62,22,0,38,32,0.64,1,1,0
65,61,0,68,89,2.93,0,2,0
49,40,0,94,46,2.56,54,4,1
91,59,0,100,61,1.59,33,5,1
55,86,1,100,36,1.98,63,1,0
95,44,0,36,100,3.68,67,2,1
69,74,0,96,98,0.54,81,2,0
46,71,0,39,87,1.92,11,0,0
30,63,0,100,69,3.56,49,2,0
90,75,0,82,77,1.19,20,3,0
72,74,0,86,80,3.02,9,5,0
71,89,1,56,86,1.26,84,2,1
54,96,0,83,100,1.2,88,3,1
68,92,0,33,66,3.98,80,4,1
64,100,0,52,84,1.7,69,4,1
32,85,1,77,70,2.19,13,3,1
73,38,0,71,49,3.79,39,0,1
80,26,0,32,62,1.31,81,0,1
41,82,0,32,69,2.89,29,4,1
48,61,0,57,63,4.63,72,5,1
73,61,0,92,91,2.99,13,2,0
88,78,1,60,48,0.72,51,4,1
78,39,0,39,72,3.15,16,4,1
90,92,0,78,98,0.91,61,3,0
46,36,1,50,92,1.77,21,0,0
86,46,0,82,39,4.32,52,5,1
84,66,0,83,42,0.55,31,3,0
76,21,0,86,34,0.85,75,4,1
41,82,0,49,87,2.14,54,1,0
91,81,0,78,88,5.0,79,2,1
37,38,0,36,88,1.81,21,4,1
50,36,1,58,44,1.21,37,3,1
99,88,1,77,30,2.97,49,1,0
54,58,0,42,67,2.84,65,1,1
41,90,0,32,82,2.52,44,4,0
44,100,0,31,81,4.76,7,5,1
88,58,0,45,30,1.76,64,0,0
55,55,0,35,40,1.82,39,1,1
55,59,1,74,87,1.13,4,2,0
76,64,0,100,69,3.64,44,3,1
61,23,1,34,89,1.95,45,3,1
39,44,0,85,73,4.11,35,3,1
45,88,0,100,35,4.87,16,4,1
100,49,0,61,57,0.7,40,3,1
46,95,0,78,60,4.97,29,3,1
52,87,1,42,37,1.64,51,2,1
55,48,1,59,34,2.39,78,0,1
36,92,0,54,83,4.0,19,5,1
43,87,0,89,46,3.49,35,4,1
36,70,0,88,67,4.0,65,4,1
38,43,0,57,38,2.6,44,3,1
77,33,0,87,43,4.62,3,2,1
88,88,0,49,55,4.05,49,1,1
68,37,0,63,91,1.89,87,3,1
47,61,0,34,54,4.77,54,3,1
88,76,1,89,65,4.82,58,4,1
46,31,0,72,62,2.37,41,4,1
43,36,0,86,32,3.43,1,3,1
60,49,0,86,40,4.17,45,4,1
53,94,0,83,87,4.18,1,2,0
89,42,0,74,93,0.56,49,1,0
74,100,0,66,47,3.33,0,1,0
32,20,1,77,76,4.88,12,1,1
66,98,1,83,73,1.54,69,3,0
72,51,1,77,88,4.08,21,5,1
69,28,0,35,79,2.9,16,3,1
84,34,0,63,98,1.5,58,3,1
68,47,0,92,58,0.73,85,2,1
44,43,0,77,96,3.92,69,1,1
33,79,0,52,31,1.92,2,4,1
54,54,0,42,54,2.19,69,4,1
42,46,0,76,48,2.68,80,0,1
62,95,0,73,69,2.78,48,0,0
45,39,1,61,31,1.43,49,5,1
71,84,0,55,94,3.52,34,4,1
95,68,1,82,91,3.62,22,1,0
84,20,0,43,83,1.14,71,3,1
71,29,0,81,74,2.9,6,4,1
63,66,0,65,78,3.24,49,5,1
59,78,0,37,98,1.34,9,5,0
42,81,0,69,67,4.53,89,4,1
42,37,0,51,33,2.67,54,0,1
47,65,0,45,46,1.02,73,1,1
61,51,0,89,82,2.0,18,4,1
68,46,0,89,82,2.65,22,3,1
75,37,0,39,60,0.55,63,3,1
58,58,0,54,51,0.64,32,2,1
91,68,1,60,40,0.75,65,3,1
91,63,0,50,63,2.92,8,4,1
86,91,0,62,44,2.01,28,4,0
45,73,1,60,39,4.52,78,3,1
85,53,1,50,82,3.02,17,0,0
39,90,0,65,77,3.92,81,1,1
59,55,0,94,60,3.59,70,5,1
54,37,0,33,66,2.84,77,4,1
34,57,0,97,57,3.85,28,3,0
94,78,0,33,60,2.95,82,5,1
78,28,0,38,99,2.23,60,3,1
32,92,1,59,43,2.46,4,4,1
74,91,0,74,45,4.27,68,2,0
43,70,1,33,54,3.03,55,1,1
59,54,1,98,68,2.2,51,4,1
97,24,0,52,95,1.31,14,5,1
47,33,0,45,67,2.73,89,3,1
91,49,0,51,70,1.64,87,2,1
66,23,1,77,69,4.8,82,4,1
54,58,0,91,93,2.71,19,1,0
77,83,0,89,45,0.54,72,2,0
94,44,0,34,88,0.92,15,5,1
82,47,1,36,40,1.78,74,3,1
44,95,1,80,30,0.91,24,0,0
78,85,0,94,42,4.52,56,1,0
97,97,0,38,59,4.34,20,2,0
41,41,0,74,98,4.87,4,4,1
88,50,0,76,47,3.68,74,4,1
66,42,1,96,42,3.4,8,2,0
90,67,0,53,61,4.66,10,4,1
72,39,1,39,100,4.76,64,2,1
99,57,0,77,79,4.45,62,1,0
68,74,0,64,100,4.38,25,4,1
85,87,0,83,60,3.52,73,1,1
92,98,0,100,80,0.51,18,3,0
75,20,0,45,56,2.43,15,3,1
40,26,0,82,89,3.36,55,3,1
91,76,0,69,62,2.96,67,3,1
54,31,0,49,82,4.2,77,4,1
100,24,0,98,62,4.19,29,2,0
81,69,0,74,70,3.19,6,4,0
33,61,0,35,48,0.6,11,5,1
88,31,0,98,70,2.16,23,4,1
49,37,0,78,71,1.53,21,1,0
92,85,0,68,52,2.02,46,2,1
83,93,0,31,62,3.28,29,0,0
86,98,1,68,49,0.8,59,0,0
70,36,1,50,54,0.6,38,2,1
32,87,0,69,81,2.47,19,0,0
35,90,0,83,41,4.07,25,2,1
34,81,0,41,61,0.64,48,1,1
34,60,0,66,62,4.32,68,1,1
83,53,0,67,97,2.23,41,4,0
76,89,0,44,44,1.03,5,0,0
78,64,0,36,80,3.05,52,2,1
38,77,0,79,35,4.79,33,1,1
49,70,1,94,98,2.94,68,4,1
90,53,0,96,98,3.59,9,0,0
64,63,1,73,64,4.17,27,0,1
79,34,0,60,63,4.1,2,0,0
91,97,0,72,92,0.83,76,1,0
46,89,0,77,97,3.83,47,1,0
32,69,0,90,47,4.77,65,0,1
61,51,0,39,55,3.65,34,1,1
42,86,0,58,90,4.26,51,0,0
97,22,0,77,77,2.68,61,3,1
43,93,0,91,60,1.94,51,1,0
40,70,0,42,63,3.54,46,2,1
85,86,0,73,36,2.71,53,1,0
96,95,1,76,36,4.53,27,0,1
58,67,0,93,76,4.88,22,2,0
38,36,1,82,37,4.19,86,4,1
96,26,0,73,30,4.97,34,2,1
54,32,1,57,32,2.07,31,2,1
71,85,0,31,82,4.53,1,1,0
38,23,0,86,67,1.98,15,5,1
69,29,0,86,80,1.03,15,2,0
54,36,1,63,44,3.3,50,2,1
34,71,0,87,96,2.55,66,0,0
40,25,0,81,93,4.65,53,1,1
88,88,1,58,97,2.71,19,0,1
67,93,0,64,34,4.67,32,1,0
34,28,0,77,39,0.85,85,4,1
77,96,0,62,37,4.24,7,5,1
47,40,0,38,41,3.92,23,2,1
99,43,0,77,93,3.74,52,1,0
66,23,0,96,88,2.1,63,2,1
89,43,1,65,96,4.03,57,2,1
77,78,0,100,79,2.67,36,3,0
57,22,0,73,52,3.72,83,0,0
98,87,0,89,69,2.99,11,5,1
69,59,1,92,47,1.21,83,1,0
74,67,0,34,50,0.79,83,4,1
91,73,1,69,30,2.15,3,5,1
87,54,0,48,67,4.7,30,3,1
96,75,0,76,70,2.88,85,0,1
85,59,0,94,71,4.11,78,4,1
69,96,0,96,38,3.09,37,4,1
69,87,0,47,52,4.81,36,2,0
62,65,0,79,40,2.16,74,0,0
35,97,0,59,100,0.76,13,3,0
48,32,1,95,60,4.01,74,1,1
69,46,1,34,55,3.67,72,1,1
88,25,1,71,59,2.87,23,3,0
88,36,1,34,63,1.97,9,2,1
77,55,0,79,75,1.35,37,2,0
70,100,0,87,98,2.67,42,4,0
42,21,1,37,34,3.5,36,0,1
74,96,0,60,90,3.1,41,4,1
82,71,0,41,67,2.47,31,1,0
71,85,0,50,57,2.93,83,3,1
92,71,0,91,55,0.99,13,0,0
56,62,0,62,90,3.63,3,3,0
67,41,0,55,52,3.8,23,0,0
89,74,0,69,75,0.55,9,5,0
36,86,1,94,59,1.72,15,1,0
34,79,1,88,96,0.91,38,1,0
74,77,1,44,62,4.99,17,5,1
87,31,0,30,32,3.17,24,0,0
60,88,1,40,98,2.6,6,2,0
52,58,1,84,71,2.58,55,0,0
71,32,0,31,91,4.84,46,1,1
39,60,1,94,87,3.47,81,3,1
61,76,0,73,86,1.26,81,4,1
82,72,1,45,30,2.52,2,3,1
59,31,0,51,89,3.98,0,1,0
68,32,0,47,98,2.41,32,3,1
60,93,0,76,88,1.89,70,2,1
31,76,0,59,75,4.96,73,2,1
41,59,0,39,63,4.71,58,0,0
68,99,1,87,54,4.74,71,3,1
95,64,1,91,71,1.09,31,3,0
42,54,1,35,58,1.55,86,1,1
75,22,0,96,54,2.49,16,0,0
56,24,1,70,83,4.24,77,0,1
46,30,0,72,96,3.82,16,3,1
89,90,1,47,44,4.32,88,4,1
93,75,0,87,33,4.64,20,3,1
64,29,0,89,67,4.01,54,3,1
99,53,1,56,49,1.68,5,3,0
59,86,1,97,52,1.78,83,2,1
100,91,0,51,66,2.09,48,5,0
92,50,1,53,91,1.86,83,0,0
57,94,0,69,37,1.62,25,5,1
89,90,0,95,66,3.89,31,2,0
66,85,0,69,74,0.65,71,4,1
51,89,0,35,62,3.78,43,1,1
97,60,0,47,36,4.21,58,4,1
49,82,0,59,51,0.8,28,0,0
97,51,0,50,34,0.78,16,1,0
93,39,0,91,44,1.78,17,5,0
46,76,0,39,50,1.44,39,4,1
41,69,0,42,46,3.12,62,0,1
51,99,0,38,85,3.54,81,4,1
46,44,0,97,79,3.35,74,1,1
39,31,0,68,36,2.11,44,1,1
94,90,0,53,79,2.74,75,4,1
51,58,0,63,89,3.38,78,2,1
79,36,0,90,36,1.04,89,4,1
43,64,1,70,69,1.53,2,5,1
93,30,0,34,74,4.51,2,4,1
76,89,0,79,88,2.04,37,4,0
58,42,0,33,84,4.11,72,2,1
65,89,0,80,93,1.63,39,3,0
81,57,1,81,94,0.69,67,1,0
36,21,0,68,83,2.75,53,5,1
58,98,0,37,69,4.52,19,0,0
40,91,0,74,82,4.19,14,1,0
62,56,0,57,73,1.64,4,1,0
35,68,0,56,92,4.59,38,3,1
61,71,1,94,31,2.66,39,1,1
80,52,1,63,50,0.72,6,1,0
87,41,0,91,79,0.63,71,2,0
55,24,1,91,81,2.68,32,2,1
75,37,0,67,38,2.96,36,2,1
58,57,1,55,49,0.86,31,2,0
33,56,1,53,47,4.65,42,2,1
42,83,0,68,59,3.73,62,5,1
68,29,0,50,94,4.11,35,0,0
44,98,0,76,53,3.13,48,3,1
58,61,0,77,76,3.49,24,4,0
58,67,0,42,73,2.25,65,5,1
61,63,1,32,58,3.56,8,2,1
31,35,1,61,97,4.9,17,3,1
76,73,1,64,46,3.41,21,4,1
51,54,1,48,34,2.04,14,1,1
56,47,1,43,79,1.78,6,5,1
96,21,0,77,69,4.84,12,1,1
85,32,0,97,75,1.33,35,3,1
50,60,0,74,80,4.13,15,0,0
76,99,0,48,40,2.59,40,0,0
88,78,0,93,41,2.5,20,3,1
35,88,0,95,42,3.86,27,0,0
48,72,1,95,93,1.17,73,0,0
86,64,1,74,37,2.6,82,1,1
98,39,0,96,94,0.66,16,0,0
32,43,1,98,38,3.52,64,0,1
30,80,0,32,31,0.76,12,3,0
87,77,1,67,42,0.89,35,0,0
67,46,0,71,31,4.3,57,5,1
44,45,0,69,97,2.49,19,2,0
63,26,1,79,77,1.4,51,2,1
90,61,0,64,32,3.17,5,3,0
64,66,0,53,97,2.84,22,2,0
93,72,0,46,35,2.35,41,1,0
54,78,0,69,34,4.57,23,5,1
53,57,1,95,32,3.87,4,5,1
41,88,0,73,39,1.18,31,3,0
47,72,1,52,72,3.07,45,0,1
44,34,0,35,48,0.9,16,2,0
